nombre/0,precio/0,descripcion/0,caracteristicas/0/Marca,caracteristicas/0/Modelo,caracteristicas/0/Año,caracteristicas/0/Color,caracteristicas/0/Tipo de combustible,caracteristicas/0/Kilómetros,caracteristicas/0/Puertas,caracteristicas/0/Transmisión,caracteristicas/0/Motor,caracteristicas/0/Tipo de carrocería
Volkswagen Tiguan 2018 1.4 R-line At,"495,000","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-f99e7",Volkswagen,Tiguan,2018,Gris,Gasolina,59200 km,5,Automática,1.4,SUV
Chevrolet Sonic 2017 1.6 Premier At,"248,700","Buen estado todo pagado, Somos Agencia Toyota, re facturamos, recibimos auto a cuenta, enganche desde 25% y hasta 48 meses a financiar, consulte términos y condiciones *Sujeto a aprobación de credito, se aplican restricciones y cambios sin previo aviso.EXTRAS Transmisión Automática 6 Velocidades- Quemacocos- Volante de Lujo de 3 Brazos con Controles de Audio y Teléfono- Bolsas de aire Frontales y Laterales- Pantalla Táctil de 7- Vidrios Eléctricos con Sistema Express up/down- Llaves con Controles de Apertura para Puertas y Cajuela- Interior de Tela- Aire Acondicionado Manual- Radio AM/FM / USB/ BLUETOOTH y Smarthphone Integration- Faros Delanteros de Proyección con Lineas LED- Rin de Aluminio- Desempañador Trasero Eléctrico IM-5662a",Chevrolet,Sonic,2017,Negro,Gasolina,82154 km,4,Automática,1.6,Sedán
Kia Soul 2020 2.0 Ex Pack At,"399,000","Buen estado todo pagado, Somos Agencia Toyota, re facturamos, recibimos auto a cuenta, enganche desde 25% y hasta 48 meses a financiar, consulte términos y condiciones *Sujeto a aprobación de credito, se aplican restricciones y cambios sin previo aviso.EXTRASAudio: bocinas, controles remotos del equipo de audio, entrada auxiliar, interface para ipod, puerto usb.- Confort: aire acondicionado, altura del volante ajustable, apertura de cajuela y tapa combustible, apertura remota de cajuela, botón de arranque del vehículo, canastilla portaequipaje, control automático de velocidad, desempañador trasero, espejo de vanidad, espejos laterales retractiles, profundidad del volante ajustable, sensor de estacionamiento, sistema de control por voz para funciones, volante de posiciones.- Eléctrico: asiento conductor, computadora de viaje, elevadores de cristal.- Extras: quemacocos, rines de aluminio y/o aleación.- Gadgets: bluetooth. IM-1493f",Kia,Soul,2020,Negro,Gasolina,52258 km,5,Automática,2.0,SUV
Bmw Serie 1 2020 1.6 5p 118ia M Sport At,"560,000","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-ef894",BMW,Serie 1,2020,Blanco,Gasolina,71800 km,4,Automática,1.5,Sedán
Dodge Journey 2017 3.7 Gt Piel 7 Pasajeros At,"397,000","Buen estado todo pagado, Somos Agencia Toyota, re facturamos, recibimos auto a cuenta, enganche desde 25% y hasta 48 meses a financiar, consulte términos y condiciones *Sujeto a aprobación de credito, se aplican restricciones y cambios sin previo aviso.EXTRASAsientos forrados con piel-Quemacocos eléctrico-Radio AM/FM/CD/DVD/MP3/AUX/SD-Centro de entretenimiento trasero con DVD-Bluetooth-Controles al volantes-Bolsas de aire-Seguros eléctricos-Cristales delanteros automáticos-Motor V6 3.6 L-Rines de aluminio de 19"" IM-04bbf",Dodge,Journey,2017,Rojo,Gasolina,62742 km,5,Automática,3.7,SUV
Nissan Kicks 2020 1.6 Advance At,"379,000","CHEVROLET TORRE CONDESA SEMINUEVOS ¡Contamos con nuestras instalaciones sanitizadas!Te Ofrecemos Planes y Beneficios por Nuestra Financiera GMF.Enganche mínimo y distintos plazos* de acuerdo al año del auto. Facturamos a tu nombre.Garantía de 90 Días o 3 mil KM en motor y transmisión.Ven y realiza prueba de manejo o te lo llevamos a tu domicilio.Compramos o tomamos a cuenta tu auto, pagamos en 36 horas. ¡Avaluó gratis a domicilio! Todos los pagos, anticipos y trámites relacionados son directamente en nuestras instalaciones Torre Condesa (Iztacalco Motors S.A de C.V) IM-02fff",Nissan,Kicks,2020,Negro,Gasolina,47615 km,5,Automática,1.6,SUV
Nissan X-trail 2017 2.5 Exclusive 2 Row Cvt,"365,000","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-5beff",Nissan,X-Trail,2017,Azul marino,Gasolina,76700 km,5,Automática,2.5,SUV
Chevrolet Cavalier 2019 1.5 Premier Piel At,"294,500","CHEVROLET TORRE CONDESA SEMINUEVOS ¡Contamos con nuestras instalaciones sanitizadas!Te Ofrecemos Planes y Beneficios por Nuestra Financiera GMF.Enganche mínimo y distintos plazos* de acuerdo al año del auto. Facturamos a tu nombre.Garantía de 90 Días o 3 mil KM en motor y transmisión.Ven y realiza prueba de manejo o te lo llevamos a tu domicilio.Compramos o tomamos a cuenta tu auto, pagamos en 36 horas. ¡Avaluó gratis a domicilio! Todos los pagos, anticipos y trámites relacionados son directamente en nuestras instalaciones Torre Condesa (Iztacalco Motors S.A de C.V) IM-ba91b",Chevrolet,Cavalier,2019,Blanco,Gasolina,70649 km,4,Automática,1.5,Sedán
Renault Kwid 2020 1.0 Iconic Mt,"209,500","CHEVROLET TORRE CONDESA SEMINUEVOS ¡Contamos con nuestras instalaciones sanitizadas!Te Ofrecemos Planes y Beneficios por Nuestra Financiera GMF.Enganche mínimo y distintos plazos* de acuerdo al año del auto. Facturamos a tu nombre.Garantía de 90 Días o 3 mil KM en motor y transmisión.Ven y realiza prueba de manejo o te lo llevamos a tu domicilio.Compramos o tomamos a cuenta tu auto, pagamos en 36 horas. ¡Avaluó gratis ! Todos los pagos, anticipos y trámites relacionados son directamente en nuestras instalaciones Torre Condesa (Iztacalco Motors S.A de C.V) IM-9ad86",Renault,Kwid,2020,Plateado,Gasolina,32889 km,5,Manual,1.0,SUV
Toyota Rav4 2017 2.5 Xle At,"390,000","RAV4 XLE AWD 2017 BLANCO- Transmisión Automática de 6 Velocidades- Quemacocos Eléctrico- Cámara de Visión Trasera- Aire Acondicionado Automático de 2 Zonas- Sistema de Audio AM/FM/Radio HD,USB, Auxiliar, Bluetooth y 6 Bocinas- Desempañador Eléctrico en Espejos Laterales- Controles de Audio, Control de Voz y Teléfono en el Volante - Faros de Halógeno Tipo Proyector- Elevadores Eléctricos de Cristales en las 4 Puertas y de un Solo Toque para el Conductor - Alarma e Inmobilizador- Bolsas de Aire Frontales (2), Laterales (2), Tipo Cortina (2)- Cierre Centralizado¿No puedes venir? Le llevo su unidad a su oficina o casa. No se arriesgue somos agencia, facturo a su nombre, acepto auto a cuenta, No olvide proporcionar un número para ponernos en contacto. (consulte con su asesor).(SOLO EN CDMX) IM-474b7",Toyota,RAV4,2017,Blanco,Gasolina,49515 km,4,Automática,2.5,SUV
Hyundai Starex 2019 2.4 12 Pasajeros Mt,"429,900","¡Seminuevos Hyundai Satélite!Somos Multimarca.¡No te arriesgues! En Hyundai Satélite, tu inversión está segura.Todo nuestro inventario esta garantizado por parte de el Distribuidor.Contamos con atractivos planes de financiamiento desde el 20% de enganche y plazos muy cómodos, dependiendo modelo y año de la unidad.Contáctanos para que conozcas nuestra amplia gama de vehículos.Un asesor profesional en breve te contactara para agendar tu cita, cotizar y estrenes de manera inmediata. IM-4844d",Hyundai,Starex,2019,Blanco,Gasolina,30165 km,5,Manual,2.4,Vagoneta
Honda Civic 2017 1.5 Turbo Plus Sedan Piel Cvt,"339,900","¡Seminuevos Hyundai Satélite!Somos Multimarca.¡No te arriesgues! En Hyundai Satélite, tu inversión está segura.Todo nuestro inventario esta garantizado por parte de el Distribuidor.Contamos con atractivos planes de financiamiento desde el 20% de enganche y plazos muy cómodos, dependiendo modelo y año de la unidad.Contáctanos para que conozcas nuestra amplia gama de vehículos.Un asesor profesional en breve te contactara para agendar tu cita, cotizar y estrenes de manera inmediata. IM-988af",Honda,Civic,2017,Azul,Gasolina,91800 km,4,Automática,1.5,Sedán
Mg Mg 5 2021 1.5 Del Elegance Mt,"299,000","Unidad Sedán MG MG5 Elegance 2021 en color rojo. Motor 1.5 en transmisión manual, tracción delantera y dirección hidráulica. Cuenta con aire acondicionado táctil, airbag para conductor, copiloto y laterales, frenos ABS, seguros y cristales eléctricos. Pantalla táctil con radio AM/FM, bluetooth, auxiliar y USB. Control de llamadas y volumen en el volante. Cuenta también con asientos en piel, quemacocos y cámara de reversa.¡Somos Agencia Hyundai Iztapalapa! Tomamos tu auto a cuenta, te damos garantía en motor y transmisión. Contamos con plan de Financiamiento a partir del 25% de enganche con plazos de 12 a 60 meses. IM-4f8c5",MG,GT,2021,Rojo,Gasolina,12562 km,4,Manual,1.5,Sedán
Renault Captur 2022 2.0 Iconic Piel At,"485,000","Unidad Suv RENAULT Iconic 2022 en color gris. Motor 2.0 en transmisión automática, tracción delantera y dirección hidráulica. Cuenta con aire acondicionado, airbag para conductor y copiloto, frenos ABS, seguros y cristales eléctricos. Pantalla táctil con radio AM/FM, Bluetooth, auxiliar y USB. Control de llamadas y volumen en el volante. Cuenta también con cámara de reversa.¡Somos Agencia Hyundai Iztapalapa! Tomamos tu auto a cuenta, te damos garantía en motor y transmisión. Contamos con plan de Financiamiento a partir del 25% de enganche con plazos de 12 a 60 meses. IM-e0798",Renault,Captur,2022,Gris,Gasolina,5008 km,5,Automática,2.0,SUV
Volkswagen T-cross 2021 1.6 Highline At,"467,500","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-09a9e",Volkswagen,T-Cross,2021,Blanco,Gasolina,20503 km,5,Automática,1.6,SUV
Chevrolet Aveo 2020 1.6 Lt Mt,"244,900","¡En Toyota Santa Clara estas a un click de encontrar el auto que buscas! En menos de 24 horas nuestros asesores te atenderán y te orientarán para hacer tu experiencia de compra la mejor y la más segura. No te arriesgues también te compramos tu auto, no lo pienses más, es momento de hacer un cambio, ya sea contado o financiamiento tenemos la mejor opción para ti.No dudes en contactarnos o déjanos un número y nosotros te contactaremos. IM-c89a1",Chevrolet,Aveo,2020,Plateado,Gasolina,28184 km,4,Manual,1.6,Sedán
Seat Toledo 2019 1.6 Reference Mt,"250,000","Unidad Sedán SEAT Toledo Reference 2019 en color negro. Motor 1.6 Turbo en transmisión manual, tracción delantera y dirección hidráulica. Cuenta con aire acondicionado, airbag para conductor, copiloto y laterales, frenos ABS, seguros y cristales eléctricos. Radio AM/FM, bluetooth, SD y USB. Control de llamadas, volumen en el volante. ¡Somos Agencia Hyundai Iztapalapa! Tomamos tu auto a cuenta, te damos garantía en motor y transmisión. Contamos con plan de Financiamiento a partir del 25% de enganche con plazos de 12 a 60 meses. IM-2a376",SEAT,Toledo,2019,Negro,Gasolina,63770 km,4,Manual,1.6,Sedán
Honda Cr-v 2021 1.5 Touring Piel Cvt,"655,000","Unidad Suv HONDA CR-V Touring 2021 en color gris. Motor 1.5 en transmisión automática, tracción delantera y dirección hidráulica. Cuenta con aire acondicionado, airbag para conductor, copiloto y laterales, frenos ABS, seguros y cristales eléctricos. Pantalla táctil con radio AM/FM, bluetooth, auxiliar y USB. Control de audio, llamadas y menú en el volante. Cuenta también con encendido con botón, cámara de reversa y quemacocos.¡Somos Agencia Hyundai Iztapalapa! Tomamos tu auto a cuenta, te damos garantía en motor y transmisión. Contamos con plan de Financiamiento a partir del 25% de enganche con plazos de 12 a 60 meses. IM-1ebab",Honda,CR-V,2021,Gris,Gasolina,16639 km,5,Automática,1.5,SUV
Volkswagen Jetta 2021 1.4 Trendline Mt,"370,000","TE INVITAMOS A QUE ADQUIERAS TU AUTO SEMINUEVO! ""Somos la cuenta oficial de Das WeltAuto Angelópolis""Vehículo no disponible en sala de exhibiciónVisítanos con PREVIA CITAAgenda a través de este medio en nuestro botón de Contacto o de WhatsAppEsquema de Compra:Llévatelo de CONTADOEn plan de FINANCIAMIENTO con un enganche a partir del 20%, en un plazo de 12 hasta 48 meses, o LEASING (arrendamiento) si deseas deducir impuestos. Sin penalizaciones por abonos a capital o liquidación anticipada.Además, bajo nuestro lema Hagamos un negocio seguro! compramos tu auto de contado o lo tomamos a cuenta para que estrenes un Seminuevo Certificado ofreciéndote SEGURIDAD en el proceso, PROTECCIÓN de tus datos personales y el COMPROMISO de ofrecerte la mejor oferta por tu vehículo.Ven a conocerlo y realiza una prueba de manejo, te va a sorprender.Agenda una cita o pide informes a través de esta publicación. IM-a4cc7",Volkswagen,Jetta,2021,Rojo,Gasolina,21499 km,4,Manual,1.4,Sedán
Honda Cr-v 2014 2.4 Ex Piel At,"320,000","*177 HP.*4 Cilindros.*Sistema Eco Assist.*Luz en área de carga.*Guantera con cerradura.*Limpiaparabrisas con rociador.*Viseras con espejo de vanidad.*Monitoreo de presión de llantas. *Cristales tintados con protector UV.*Contacto de 12 V delantero y trasero.*Espejo de conversación con portalentes.*Rendimiento de combustible 13.63 Km/L*Sistema de anclaje LATCH para silla de bebé.*Compartimentos pequeños en consola central.*Seguros a prueba de niños en puertas traseras.*Controles iluminados de apertura de ventanas y seguros.¡En Toyota Santa Clara estas a un click de encontrar el auto que buscas! En menos de 24 horas nuestros asesores te atenderán y te orientarán para hacer tu experiencia de compra la mejor y la más segura. No te arriesgues también te compramos tu auto, no lo pienses más, es momento de hacer un cambio, ya sea contado o financiamiento tenemos la mejor opción para ti.No dudes en contactarnos o déjanos un número y nosotros te contactaremos. IM-0f9ce",Honda,CR-V,2014,Rojo,Gasolina,109630 km,5,Automática,2.4,SUV
Audi R8 2017 5.2 V10 Coupe Plus S-tronic At,"2,798,000","Este vehículo ha pasado por una inspección que incluye revisión de facturas, tenencias, placas, estética, mecánica y eléctrica. Ships! Queremos que tengas un buen auto.Somos una plataforma privada, estos autos son seguros. Puedes comprar de contado, con crédito o dando un auto a cuenta. Elige tranquilo. Disfruta tu Ship!Factura original, 2 dueños1 llaveTenencias 2022, placas de MorelosTodos sus serviciosSistema de escapes ScorpionRines Vossen  IM-492c3",Audi,R8,2017,Blanco,Gasolina,26309 km,2,Automática,5.2,Coupé
"Nissan March HATCHBACK 5 PTS HB SR, AT, CLIMATRONIC, DA, BA, C","197,000","En Nissan Imperio Coapa trabajamos para hacer dinamica, facil y segura la experiencia de comprar o vender un auto.Todos los vehiculos pasan por un riguroso proceso de inspeccionFacturamos a particulares y empresas.Evite riesgos, somos agencia.Garantia en autos Nissan de 3 anos o 60,000 kilometros a partir de 2016 en a delante Garantia de autos multimarca por 90 dias en motor y transmision. De Contamos con atractivos planes de financiamientoMas de 10 anos de experiencia dando seguridad y confianza.CONOCE NUESTRO AMPLIO INVENTARIO COMO GRUPO IMPERIOA G E N D A  T U  C I T A  HOY  M I S M O",Nissan,March,2015,Rojo,Gasolina,101045 km,,,,
